year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,gleaid,school_id,geo_longitude,geo_latitude,leaid,geocode_accuracy,geocode_accuracy_detailed,state_leaid,state_fips_geo,county_fips_geo,seasch,street_mailing,puma,tract,city_mailing,state_mailing,block_group,geoid_block,zip_mailing,street_location,census_region,census_division,city_location,csa,cbsa,zip_location,phone,cbsa_name,cbsa_type,fips,latitude,cbsa_city,place_fips,longitude,geoid_place,place_name,urban_centric_locale,class_code,upper_chamber,county_code,congress_district_id,state_leg_district_upper,upper_chamber_name,state_leg_district_lower,lower_chamber,lower_chamber_name,lower_chamber_type,sch_internet_fiber,sch_internet_wifi,sch_internet_schdev,sch_internet_studdev,sch_internet_wifiendev,students_chronically_absent,enrl_IB,enrl_gifted_talented,enrl_AP,enrl_AP_science,enrl_AP_math,enrl_AP_other,students_AP_exam_none,students_AP_exam_oneormore,students_AP_pass_none,students_AP_pass_oneormore,enrl_dual_enrollment,students_SAT_ACT,enrl_biology,enrl_chemistry,enrl_advanced_math,enrl_calculus,enrl_algebra2,enrl_physics,enrl_geometry,students_susp_in_sch,students_susp_out_sch_single,students_susp_out_sch_multiple,days_suspended,suspensions_instances,suspensions_instances_preschool,expulsions_no_ed_serv,expulsions_with_ed_serv,expulsions_zero_tolerance,students_corporal_punish,corpinstances,corpinstances_preschool,students_arrested,students_referred_law_enforce,transfers_alt_sch_disc,read_test_num_valid,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_midpt,cohort_num,grad_rate_midpt,teachers_fte_crdc,teachers_certified_fte,teachers_uncertified_fte,teachers_first_year_fte,teachers_second_year_fte,teachers_current_sy,teachers_previous_sy,teachers_absent_fte,instructional_aides_fte,counselors_fte,support_fte,social_workers_fte,administration_fte,psychologists_fte,nurses_fte,law_enforcement_fte,security_guard_fte,law_enforcement_ind,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel,lowest_grade_offered,lunch_program,teachers_fte,school_status,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual
mixed - most recent,"080345001341","Ponderosa High School","CO","Douglas County School District No. Re 1","High","Regular school","No","12","No","No","Yes","1402","03450","0801341","-104.7552","39.436","0803450","Not applicable","Point address","CO-0900","Colorado","8035","0900-7118","7007 EAST BAYOU GULCH ROAD","00822","13909","PARKER","CO","2","080350139092","80134","7007 EAST BAYOU GULCH ROAD","West","Mountain","PARKER","216","19740","80134","(303)387-4000","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.436","No","77235","-104.7552","0877235","The Pinery CDP","Suburb, large","Census-designated place","08004","8035","804","08004","State Senate District 4","08045","08045","State House District 45","State house district","Yes","Yes","Yes","Yes","992","","","","","","","","269","88","78","189","","394","438","261","501","","","93","333","3","57","5","213.000","76.000","-2.000","3","2","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","66.000","59.750","6.250","0.000","0.000","66.000","59.000","10.000","4.000","3.900","19.750","0.400","5.000","1.000","0.000","0.750","4.000","Yes","4505650","5671759.500","4187463","117095.289","573107.062","475906.969","1829316.000","9","Missing/not reported","76","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080399001938","Poudre Community Academy","CO","Poudre School District R-1","High","Other/alternative school","No","12","No","Yes","Yes","268","03990","0801938","-105.1247","40.5897","0803990","Not applicable","Street address","CO-1550","Colorado","8069","1550-7127","2540 LAPORTE AVENUE","00102","300","FORT COLLINS","CO","2","080690003002","80521","2540 LAPORTE AVENUE","West","Mountain","FORT COLLINS","Not applicable","22660","80521","(970)490-3295","Fort Collins-Loveland, CO","Metropolitan statistical area","Colorado","40.5897","Yes","27425","-105.1247","0827425","Fort Collins city","City, midsize","Governmentally active (incorporated)","08014","8069","802","08014","State Senate District 14","08053","08053","State House District 53","State house district","Yes","Yes","Yes","No","293","","","","","","","","","","","","","59","32","22","20","","","","39","2","14","12","143.000","52.000","-2.000","2","4","0","Missing/not reported","-1.000","-1.000","0","8","6.000","","","","","","","9.000","9.960","0.000","0.000","4.700","14.000","11.000","1.000","0.100","1.000","1.450","0.000","1.630","0.000","0.000","0.000","0.000","No","423474","637942.938","191263","0.000","65828.289","148640.266","31125.000","6","Yes under the Community Eligibility Provision (CEP)","14","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080399000541","Poudre High School","CO","Poudre School District R-1","High","Regular school","No","12","No","No","Yes","1663","03990","0800541","-105.1215","40.5866","0803990","Not applicable","Point address","CO-1550","Colorado","8069","1550-7124","201 IMPALA DRIVE","00200","402","FORT COLLINS","CO","1","080690004021","80521","201 IMPALA DRIVE","West","Mountain","FORT COLLINS","Not applicable","22660","80521","(970)488-6000","Fort Collins-Loveland, CO","Metropolitan statistical area","Colorado","40.5866","Yes","27425","-105.1215","0827425","Fort Collins city","City, midsize","Governmentally active (incorporated)","08014","8069","802","08014","State Senate District 14","08053","08053","State House District 53","State house district","Yes","Yes","Yes","No","1973","","","","","","","","152","212","65","116","","429","361","270","478","","","103","334","89","81","20","559.000","142.000","-2.000","1","12","0","Missing/not reported","-1.000","-1.000","0","8","12.000","","","","","","","105.000","105.500","0.000","2.000","51.860","143.000","137.000","36.000","1.710","8.000","14.970","1.000","8.600","0.000","0.000","1.000","1.000","Yes","5714094","7317025.500","4905383","102104.383","779891.250","720936.000","641082.000","9","Yes participating without using any Provision or the CEP","92","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080480001006","Powderhorn Elementary School","CO","Jefferson County School District No. R-1","Primary","Regular school","No","5","Yes","No","No","443","04800","0801006","-105.1346","39.6034","0804800","Not applicable","Point address","CO-1420","Colorado","8059","1420-7128","12109 WEST COAL MINE AVENUE","00819","12044","LITTLETON","CO","1","080590120441","80127","12109 WEST COAL MINE AVENUE","West","Mountain","LITTLETON","216","19740","80127","(303)982-0074","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.6034","No","19150","-105.1346","0819150","Dakota Ridge CDP","Suburb, large","Census-designated place—name not commonly recognized","08022","8059","802","08020","State Senate District 22","08025","08025","State House District 25","State house district","Yes","Yes","Yes","No","420","","","","","","","","","","","","","0","","","","","","","","13","10","4","18.000","21.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","34.000","34.700","0.000","1.000","3.000","36.000","36.000","8.000","10.220","0.000","4.000","0.000","4.000","1.000","0.250","0.000","0.000","No","1820003","2389384.250","1979626","121500.852","185561.953","238624.234","168053.000","Kindergarten","Yes participating without using any Provision or the CEP","28","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080387006693","Power Technical Early College","CO","El Paso County Colorado School District 49","High","Vocational school","Yes","12","No","Yes","Yes","367","03870","0806693","-104.698267","38.868827","0803870","Not applicable","Point address","CO-1110","Colorado","8041","1110-6653","5525 ASTROZON BLVD","00904","5108","COLORADO SPRINGS","CO","1","080410051081","80916","2525 CANADA DRIVE","West","Mountain","COLORADO SPRINGS","Not applicable","17820","80922","(719)302-9025","Colorado Springs, CO","Metropolitan statistical area","Colorado","38.868827","No","14587","-104.698267","0814587","Cimarron Hills CDP","Suburb, large","Census-designated place","08010","8041","805","08012","State Senate District 10","08015","08015","State House District 15","State house district","Yes","Yes","Yes","Yes","200","","","","","","","","","","","","","31","","","3","","","20","10","0","2","0","15.000","4.000","-2.000","0","3","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","16.000","14.440","2.240","0.000","0.000","15.000","7.000","0.000","0.000","0.000","4.630","0.000","3.000","0.000","0.000","0.000","0.000","No","434541","897261.062","","-2.000","171335.328","224224.281","2141862.000","6","Yes participating without using any Provision or the CEP","24","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","No"
mixed - most recent,"080675001669","Prairie Creek High School","CO","Strasburg School District 31J","High","Other/alternative school","Yes","12","No","No","Yes","13","06750","0801669","-104.321906","39.743607","0806750","Not applicable","Point address","CO-0060","Colorado","8001","0060-7133","P O BOX 889","00808","8402","STRASBURG","CO","2","080010084022","80136","1983 MONROE STREET","West","Mountain","STRASBURG","216","19740","80136","(303)622-6328","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.743607","No","74375","-104.321906","0874375","Strasburg CDP","Rural, distant","Census-designated place","08025","8001","804","08025","State Senate District 25","08056","08063","State House District 63","State house district","Yes","Yes","No","Yes","30","","","","","","","","","","","","","4","8","","","","","","8","0","3","0","6.000","5.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","1.000","1.100","0.000","0.000","0.000","1.000","1.000","0.000","0.000","0.000","1.000","0.000","1.000","0.000","0.000","0.000","0.000","No","42874","62874.000","45111","-2.000","20000.000","42874.000","209087.000","9","Yes participating without using any Provision or the CEP","1","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080345001809","Prairie Crossing Elementary School","CO","Douglas County School District No. Re 1","Primary","Regular school","No","6","Yes","No","No","679","03450","0801809","-104.79871","39.510231","0803450","Not applicable","Point address","CO-0900","Colorado","8035","0900-7134","11605 SOUTH BRADBURY RANCH DRIVE","00822","14006","PARKER","CO","2","080350140062","80134","11605 SOUTH BRADBURY RANCH DRIVE","West","Mountain","PARKER","216","19740","80134","(303)387-8200","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.510231","No","57630","-104.79871","0857630","Parker town","Suburb, large","Governmentally active (incorporated)","08030","8035","804","08004","State Senate District 30","08044","08044","State House District 44","State house district","Yes","Yes","Yes","Yes","842","","","","","","","","","","","","","0","","","","","","","","1","0","1","3.000","2.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","31.000","31.500","0.000","0.000","0.000","32.000","25.000","8.000","9.000","0.000","5.750","0.400","3.000","1.000","0.000","0.430","0.000","Yes","1761558","2317802.000","2374672","257720.344","87915.617","210607.312","725415.000","Pre-K","Yes participating without using any Provision or the CEP","38","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080672001157","Prairie Elementary School","CO","School District No. Re-11 in the county of Weld and State of","Primary","Regular school","No","5","Yes","No","No","85","06720","0801157","-103.802453","40.615742","0806720","Not applicable","Postal code","CO-3147","Colorado","8123","3147-7154","P O BOX 68","00300","2501","NEW RAYMER","CO","1","081230025011","80742","42315 WCR 133","West","Mountain","NEW RAYMER","216","24540","80742","(970)437-5351","Greeley, CO","Metropolitan statistical area","Colorado","40.615742","","","-103.802453","","","Rural, remote","","08013","8123","804","08001","State Senate District 13","08063","08065","State House District 65","State house district","No","Yes","Yes","No","210","","","","","","","","","","","","","0","","","","","","","","0","3","0","8.000","3.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","18.000","18.000","0.000","0.000","0.000","11.000","10.000","0.000","3.000","0.000","10.250","0.000","2.000","0.000","0.000","0.000","0.000","No","707860","1256012.000","860000","58327.000","278749.000","211076.000","1028771.000","Pre-K","Yes participating without using any Provision or the CEP","7","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080450006304","Prairie Heights Elementary School","CO","Hanover School District No. 28 in the county of El Paso an","Primary","Regular school","No","5","Yes","No","No","131","04500","0806304","-104.679813","38.534057","0804500","Not applicable","Point address","CO-1070","Colorado","8041","1070-6701","7930 INDIAN VILLAGE HEIGHTS","00901","4511","FOUNTAIN","CO","1","080410045111","80817","7930 INDIAN VILLAGE HEIGHTS","West","Mountain","FOUNTAIN","Not applicable","17820","80817","(719)382-1260","Colorado Springs, CO","Metropolitan statistical area","Colorado","38.534057","","","-104.679813","","","Rural, distant","","08012","8041","805","08002","State Senate District 12","08021","08019","State House District 19","State house district","Missing/not reported","Missing/not reported","Missing/not reported","Missing/not reported","152","","","","","","","","","","","","","0","","","","","","","","10","2","4","29.000","21.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","9.000","9.640","0.000","0.000","0.000","10.000","8.000","0.000","3.000","0.000","27.000","0.000","1.000","0.000","0.000","0.000","0.000","No","342131","710966.125","350355","24649.471","281085.594","63100.000","16516.000","Pre-K","Yes under the Community Eligibility Provision (CEP)","7","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080441000645","Prairie Heights Middle School","CO","GreeleySchool District No. 6 in the county of Weld and Sta","Middle","Regular school","No","8","No","Yes","No","571","04410","0800645","-104.785632","40.374441","0804410","Not applicable","Point address","CO-3120","Colorado","8123","3120-4438","3737 65TH AVENUE","00300","1404","EVANS","CO","2","081230014042","80620","3737 65TH AVENUE","West","Mountain","EVANS","216","24540","80631","(970)348-3600","Greeley, CO","Metropolitan statistical area","Colorado","40.374441","No","25280","-104.785632","0825280","Evans city","Rural, fringe","Governmentally active (incorporated)","08023","8123","804","08013","State Senate District 23","08050","08048","State House District 48","State house district","Yes","Yes","Yes","Yes","596","","","","","","","","","","","","","0","","","","","","","","125","75","48","375.000","233.000","-2.000","2","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","41.000","41.830","0.000","0.000","0.000","42.000","35.000","12.000","7.060","3.020","3.620","0.000","7.000","0.000","0.000","0.750","1.000","Yes","2121848","2793715.750","1784990","148469.047","147194.156","376204.188","196351.000","6","Yes participating without using any Provision or the CEP","32","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080690001945","Prairie Hills Elementary School","CO","Adams 12 Five Star Schools","Primary","Regular school","No","5","Yes","No","No","449","06900","0801945","-104.9444","39.9466","0806900","Not applicable","Point address","CO-0020","Colorado","8001","0020-7155","13801 GARFIELD PLACE","00806","8544","THORNTON","CO","1","080010085441","80602","13801 GARFIELD PLACE","West","Mountain","THORNTON","216","19740","80602","(720)972-8780","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.9466","No","77290","-104.9444","0877290","Thornton city","Suburb, large","Governmentally active (incorporated)","08024","8001","806","08024","State Senate District 24","08034","08031","State House District 31","State house district","Yes","Yes","Yes","Yes","450","","","","","","","","","","","","","0","","","","","","","","3","2","1","9.000","5.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","24.000","24.550","0.000","0.000","0.000","4.000","22.000","11.900","1.360","0.000","3.250","0.500","3.000","0.000","0.000","0.000","0.000","No","1599644","2001939.375","2425023","27622.529","172072.250","202600.047","162513.000","Kindergarten","Yes participating without using any Provision or the CEP","24","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080192000531","Prairie Hills Elementary School","CO","Academy School District No. 20 in the county of El Paso an","Primary","Regular school","No","5","Yes","No","No","361","01920","0800531","-104.733281","38.949852","0801920","Not applicable","Point address","CO-1040","Colorado","8041","1040-7159","8025 TELEGRAPH DRIVE","00904","6901","COLORADO SPRINGS","CO","1","080410069011","80920","8025 TELEGRAPH DRIVE","West","Mountain","COLORADO SPRINGS","Not applicable","17820","80920","(719)234-5100","Colorado Springs, CO","Metropolitan statistical area","Colorado","38.949852","Yes","16000","-104.733281","0816000","Colorado Springs city","City, large","Governmentally active (incorporated)","08009","8041","805","08009","State Senate District 9","08014","08014","State House District 14","State house district","Yes","Yes","Yes","Yes","423","","","","","","","","","","","","","0","","","","","","","","26","6","3","27.000","19.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","27.000","27.400","0.000","0.000","3.000","31.000","27.000","15.000","1.600","1.000","2.000","1.000","6.230","0.200","0.330","0.000","0.180","No","1269804","1634321.375","1462765","31768.279","97532.008","235216.453","84729.000","Kindergarten","Yes participating without using any Provision or the CEP","27","Open","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No"
mixed - most recent,"080672001158","Prairie Junior-Senior High School","CO","School District No. Re-11 in the county of Weld and State of","High","Regular school","No","12","No","Yes","Yes","104","06720","0801158","-103.802453","40.615742","0806720","Not applicable","Postal code","CO-3147","Colorado","8123","3147-7156","P O BOX 68","00300","2501","NEW RAYMER","CO","1","081230025011","80742","42315 WCR 133","West","Mountain","NEW RAYMER","216","24540","80742","(970)437-5351","Greeley, CO","Metropolitan statistical area","Colorado","40.615742","","","-103.802453","","","Rural, remote","","08013","8123","804","08001","State Senate District 13","08063","08065","State House District 65","State house district","No","Yes","Yes","Yes","210","","","","","","","","","","","","","14","29","9","4","","","8","","0","1","0","3.000","1.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","18.000","18.000","0.000","0.000","0.000","13.000","12.000","0.000","3.000","0.150","10.250","0.000","2.000","0.000","0.000","0.000","0.000","No","707860","1256012.000","320000","58327.000","278749.000","211076.000","1028771.000","6","Yes participating without using any Provision or the CEP","8","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080291000201","Prairie Middle School","CO","Cherry Creek School District No. 5 in the county of Arapah","Middle","Regular school","No","8","No","Yes","No","1383","02910","0800201","-104.8403","39.6815","0802910","Not applicable","Point address","CO-0130","Colorado","8005","0130-7158","12600 EAST JEWELL AVENUE","00810","80600","AURORA","CO","1","080050806001","80012","12600 EAST JEWELL AVENUE","West","Mountain","AURORA","216","19740","80012","(720)747-3000","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.6815","Yes","4000","-104.8403","0804000","Aurora city","City, large","Governmentally active (incorporated)","08028","8005","806","08028","State Senate District 28","08041","08041","State House District 41","State house district","Yes","Yes","Yes","Yes","1559","","","","","","","","","","","","","0","","","","","","","","6","170","121","1526.000","612.000","-2.000","0","4","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","114.000","114.600","0.000","18.500","8.500","133.000","109.000","39.300","7.000","4.000","14.790","1.500","4.000","1.000","1.000","0.500","4.000","Yes","8074932","9395393.000","9500149","248032.844","666127.438","406301.156","730883.000","6","Yes participating without using any Provision or the CEP","91","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080537001794","Prairie Ridge Elementary School","CO","St. Vrain Valley School District No. Re1J","Primary","Regular school","No","5","Yes","No","No","424","05370","0801794","-104.9309","40.152","0805370","Not applicable","Point address","CO-0470","Colorado","8123","0470-7157","6632 ST VRAIN RANCH BOULEVARD","00300","2020","FIRESTONE","CO","3","081230020203","80504","6632 ST VRAIN RANCH BOULEVARD","West","Mountain","FIRESTONE","216","24540","80504","(720)494-3641","Greeley, CO","Metropolitan statistical area","Colorado","40.152","No","26600","-104.9309","0826600","Firestone town","Town, fringe","Governmentally active (incorporated)","08023","8123","804","08023","State Senate District 23","08063","08048","State House District 48","State house district","Yes","Yes","Yes","Yes","168","","","","","","","","","","","","","0","","","","","","","","8","3","2","12.000","8.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","26.000","26.080","0.500","1.000","3.000","29.000","28.000","12.000","4.000","0.500","2.000","0.000","1.000","0.000","0.000","0.000","0.000","No","1460246","1743181.125","1063986","98859.781","65589.758","118485.000","35808.000","Pre-K","Yes participating without using any Provision or the CEP","26","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080258002003","Prairie View High School","CO","School District 27J","High","Regular school","No","12","No","No","Yes","1821","02580","0802003","-104.8401","39.9162","0802580","Not applicable","Street address","CO-0040","Colorado","8001","0040-7129","12909 EAST 120TH AVENUE","00807","8537","HENDERSON","CO","1","080010085371","80640","12909 E 120TH AVE","West","Mountain","HENDERSON","216","19740","80640","(303)655-8800","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.9162","No","8675","-104.8401","0808675","Brighton city","Suburb, large","Governmentally active (incorporated)","08025","8001","806","08025","State Senate District 25","08056","08030","State House District 30","State house district","Yes","Yes","Yes","No","2088","","","","","","","","199","147","179","91","","376","598","323","271","","","707","590","55","107","48","753.000","252.000","-2.000","2","6","0","Missing/not reported","-1.000","-1.000","16","131","0.000","","","","","","","82.000","80.630","2.000","0.000","0.000","84.000","70.000","23.000","3.000","3.690","25.910","1.000","6.000","1.000","0.000","0.000","1.730","No","4045198","5393254.000","5008512","74046.727","760817.375","513191.094","500139.000","9","Yes participating without using any Provision or the CEP","75","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080258006362","Prairie View Middle School","CO","School District 27J","Middle","Regular school","No","8","No","Yes","No","658","02580","0806362","-104.8336","39.91524","0802580","Not applicable","Street address extension","CO-0040","Colorado","8001","0040-7131","12915 EAST 120TH AVENUE","00807","8537","HENDERSON","CO","1","080010085371","80640","12915 EAST 120TH AVENUE","West","Mountain","HENDERSON","216","19740","80640","(720)685-5400","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.91524","No","8675","-104.8336","0808675","Brighton city","Suburb, large","Governmentally active (incorporated)","08025","8001","806","08025","State Senate District 25","08056","08030","State House District 30","State house district","Yes","Yes","Yes","No","739","","","","","","","","","","","","","0","","","","","","","","97","83","34","494.000","188.000","-2.000","0","1","0","Missing/not reported","-1.000","-1.000","2","22","0.000","","","","","","","39.000","38.680","1.000","0.000","0.000","40.000","35.000","13.000","2.810","2.000","8.000","0.000","2.000","1.000","0.000","0.000","0.000","No","1782394","2266362.500","2296165","981.180","311951.812","171035.062","159516.000","6","Yes participating without using any Provision or the CEP","33","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080258006343","Prairie Vista Youth Service Center","CO","School District 27J","Other","Other/alternative school","No","12","Yes","Yes","Yes","26","02580","0806343","-104.734799","39.982095","0802580","Not applicable","Street address","CO-0040","Colorado","8001","0040-9801","192 BROMLEY BUSINESS PARKWAY","00807","8523","BRIGHTON","CO","2","080010085232","80603","192 BROMLEY BUSINESS PARKWAY","West","Mountain","BRIGHTON","216","19740","80603","(303)659-4450","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.982095","No","8675","-104.734799","0808675","Brighton city","Rural, fringe","Governmentally active (incorporated)","08025","8001","806","08025","State Senate District 25","08056","08030","State House District 30","State house district","Yes","Yes","No","No","28","","","","","","","","","","","","","9","","","","","","","","Missing/not reported","0","0","0.000","0.000","-2.000","0","Missing/not reported","0","Missing/not reported","-1.000","-1.000","Missing/not reported","Missing/not reported","0.000","","","","","","","4.000","4.500","0.000","0.000","0.000","4.000","4.000","1.000","0.000","0.000","0.880","0.000","0.150","0.000","0.000","0.000","-2.000","No","241102","291375.500","227161","-2.000","29651.020","20621.891","9630.000","4","Yes participating without using any Provision or the CEP","5","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080615001855","Prairie Winds Elementary School","CO","Pueblo County School District 70","Primary","Regular school","No","5","Yes","No","No","500","06150","0801855","-104.7134","38.3463","0806150","Not applicable","Street address","CO-2700","Colorado","8101","2700-7153","597 E EARL DRIVE","00502","2918","PUEBLO WEST","CO","1","081010029181","81007","597 E EARL DRIVE","West","Mountain","PUEBLO WEST","444","39380","81007","(719)647-9732","Pueblo, CO","Metropolitan statistical area","Colorado","38.3463","No","62220","-104.7134","0862220","Pueblo West CDP","Rural, fringe","Census-designated place","08003","8101","803","08003","State Senate District 3","08047","08047","State House District 47","State house district","Yes","Yes","Yes","No","450","","","","","","","","","","","","","0","","","","","","","","43","27","9","128.000","47.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","26.000","26.130","0.000","0.000","1.000","27.000","19.000","4.000","0.750","1.000","1.000","0.000","1.000","0.530","0.710","0.000","0.000","No","1057158","1401210.000","1783400","20145.561","18172.199","97211.000","23074.000","Pre-K","Yes participating without using any Provision or the CEP","23","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080582001810","Prairie Winds Elementary School","CO","Lewis-Palmer Consolidated School District No. 38 in the co","Primary","Regular school","No","6","Yes","No","No","347","05820","0801810","-104.8036","39.1097","0805820","Not applicable","Point address","CO-1080","Colorado","8041","1080-7165","790 KING'S DEER POINT EAST","00901","7400","MONUMENT","CO","3","080410074003","80132","790 KING'S DEER POINT EAST","West","Mountain","MONUMENT","Not applicable","17820","80132","(719)559-0800","Colorado Springs, CO","Metropolitan statistical area","Colorado","39.1097","","","-104.8036","","","Rural, fringe","","08004","8041","805","08009","State Senate District 4","08019","08020","State House District 20","State house district","Yes","Yes","No","No","332","","","","","","","","","","","","","0","","","","","","","","2","1","2","7.000","6.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","26.000","26.360","0.000","3.000","1.000","29.000","26.000","4.000","9.690","0.500","7.160","0.000","1.020","0.380","0.240","0.240","0.120","Yes","1405198","1900793.000","928791","175540.000","161451.000","158604.000","231745.000","Pre-K","Yes participating without using any Provision or the CEP","26","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080336001795","Prep Academy","CO","School District No. 1 in the county of Denver and State of C","High","Other/alternative school","No","12","No","Yes","Yes","50","03360","0801795","-104.9577","39.7564","0803360","Not applicable","Point address","CO-0880","Colorado","8031","0880-7163","2727 COLUMBINE STREET","00812","3603","DENVER","CO","2","080310036032","80205","2727 COLUMBINE STREET","West","Mountain","DENVER","216","19740","80205","(720)424-8451","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.7564","Yes","20000","-104.9577","0820000","Denver city","City, large","Governmentally active (incorporated)","08033","8031","801","08033","State Senate District 33","08008","08008","State House District 8","State house district","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","","","14","12","","10","","","15","","0","20","15","93.000","59.000","-2.000","0","2","1","Missing/not reported","-1.000","-1.000","1","10","0.000","","","","","","","20.000","19.250","1.000","0.000","0.000","21.000","7.000","6.000","3.000","1.000","2.000","1.400","2.000","0.390","1.000","0.000","0.000","No","1423150","1718948.000","1216484","55781.000","36032.000","203985.000","366509.000","6","Yes participating without using any Provision or the CEP","15","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080555006808","Preschool on Poze","CO","Mapleton School District No. 1 in the county of Adams & St","Prekindergarten","Regular school","No","Pre-K","Yes","No","No","219","05550","0806808","-104.957806","39.862753","0805550","Not applicable","","CO-0010","Colorado","8001","0010-2768","2410 POZE BLVD","00806","9101","THORNTON","CO","1","080010091011","80029","2410 POZE BLVD","West","Mountain","THORNTON","216","19740","80029","(303)853-1000","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.862753","No","77290","-104.957806","0877290","Thornton city","Suburb, large","Governmentally active (incorporated)","08024","8001","807","08025","State Senate District 24","08031","08032","State House District 32","State house district","Yes","Yes","Yes","No","149","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pre-K","Missing/not reported","8","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
